YYMMDD;TIME;LOCATION;DEPTH;MAG;EVALMODE;Latitude;Longitude
20150406;17311048;Harkstede;30;7;manual;53,216;6,662
20150415;231065;Appingedam;30;9;manual;53,306;6,885
20150415;3330346;Siddeburen;30;8;manual;53,231;6,872
20150422;335581;Slochteren;30;8;manual;53,221;6,803
20150503;16500851;Meedhuizen;30;11;manual;53,276;6,922
20150507;13172201;Froombosch;30;11;manual;53,193;6,792
20150507;19111796;Zeerijp;30;10;manual;53,347;6,743
20150508;19012115;Onnen;30;11;manual;53,167;6,647
20150513;1095167;Siddeburen;30;12;manual;53,262;6,9
20150516;14144914;Appingedam;30;16;manual;53,306;6,847
20150521;21084770;Schildwolde;30;18;manual;53,244;6,81
20150527;10521000;Uithuizen;30;20;manual;53,404;6,668
20150602;23373889;Appingedam;30;7;manual;53,313;6,834
20150604;20112569;Zuidbroek;30;10;manual;53,168;6,856
20150606;23391580;Zeerijp;30;19;manual;53,34;6,75
20150607;13543689;Garrelsweer;30;5;manual;53,319;6,757
20150610;2260729;Zeerijp;30;18;manual;53,344;6,753
20150610;9180709;Westeremden;30;4;manual;53,343;6,713
20150610;14212750;Westeremden;30;8;manual;53,345;6,713
20150610;14361889;Eppenhuizen;30;8;manual;53,372;6,677
20150623;481639;Anna Paulowna;30;15;manual;52,858;4,821
20150626;22064239;Scharmer;30;0;manual;53,226;6,721
20150629;11315439;Woudbloem;30;6;manual;53,227;6,733
20150630;530010;Ten Boer;30;5;manual;53,276;6,685
20150702;15535960;Scharmer;30;5;manual;53,209;6,72
20150704;4180229;Sappemeer;30;5;manual;53,151;6,802
20150704;11054700;Zuidwolde;30;6;manual;53,261;6,617
20150704;18075839;Westeremden;30;11;manual;53,351;6,694
20150706;4250859;Noordbroek;30;5;manual;53,183;6,831
20150707;3090080;Zuidwolde;30;21;manual;53,262;6,631
20150708;2473289;Appingedam;30;4;manual;53,3;6,835
20150710;15492230;Zuidbroek;30;5;manual;53,173;6,866
20150716;2271480;Overschild;30;8;manual;53,295;6,817
20150716;8581960;Westeremden;30;4;manual;53,341;6,715
20150718;7371469;Siddeburen;30;7;manual;53,268;6,865
20150718;23472910;Kolham;30;5;manual;53,193;6,761
20150719;20064479;Appingedam;30;6;manual;53,323;6,851
20150720;22060819;Thesinge;30;4;manual;53,281;6,66
20150721;2180490;Oosterwijtwerd;30;13;manual;53,332;6,803
20150721;9541100;Garmerwolde;30;6;manual;53,242;6,656
20150724;2292289;Noordzee;30;25;manual;53,674;4,497
20150730;15345239;Froombosch;30;7;manual;53,184;6,772
20150802;1324350;Thesinge;30;6;manual;53,277;6,637
20150807;12274320;Loppersum;30;8;manual;53,339;6,759
20150811;10083389;Scharmer;30;9;manual;53,205;6,729
20150812;23013189;Oosterwijtwerd;30;3;manual;53,329;6,812
20150813;5474720;Oosterwijtwerd;30;6;manual;53,333;6,818
20150817;101259;Zeerijp;30;6;manual;53,35;6,761
20150818;7061259;Kolham;30;20;manual;53,185;6,754
20150822;123080;Woudbloem;30;14;manual;53,231;6,745
20150822;10111019;Usquert;30;16;manual;53,395;6,602
20150823;7083260;Sappemeer;30;3;manual;53,176;6,807
20150824;20333080;Wirdum;30;5;manual;53,324;6,787
20150826;18163410;Schildwolde;30;4;manual;53,218;6,838
20150827;4482410;Woudbloem;30;2;manual;53,231;6,741
20150828;2523300;Meedhuizen;30;8;manual;53,294;6,942
20150828;8072780;Slochteren;30;13;manual;53,211;6,826
20150828;17223879;Usquert;30;13;manual;53,392;6,584
20150905;3343069;Foxhol;30;5;manual;53,169;6,727
20150909;20015189;Harkstede;30;12;manual;53,219;6,701
20150910;16080869;Startenhuizen Lopp;30;8;manual;53,372;6,713
20150930;18053720;Hellum;30;31;manual;53,234;6,834
20150930;21341240;Emmen;30;23;manual;52,778;6,88
20151009;271939;Appingedam;30;3;manual;53,296;6,835
20151010;2440620;Wagenborgen;30;2;manual;53,266;6,926
20151010;5514860;Schildwolde;30;2;manual;53,258;6,8
20151011;4414239;Zuidbroek;30;3;manual;53,17;6,853
20151022;21534070;Zuidwolde;30;5;manual;53,262;6,582
20151024;2353300;Noordbroek;30;7;manual;53,217;6,881
20151027;15462830;Garrelsweer;30;12;manual;53,318;6,75
20151029;6051040;Farmsum;30;8;manual;53,279;6,958
20151030;16071880;Garrelsweer;30;17;manual;53,294;6,776
20151030;18490110;Meedhuizen;30;23;manual;53,285;6,92
20151109;13173700;Nieuwolda;30;7;manual;53,249;6,952
20151110;16322350;Schildwolde;30;6;manual;53,235;6,797
20151112;12300900;Harkstede;30;6;manual;53,207;6,705
20151115;23014270;Zeerijp;30;9;manual;53,357;6,743
20151128;4063900;Emmen;30;12;manual;52,766;6,924
20151202;6400270;Hellum;30;16;manual;53,24;6,831
20151203;4404820;Garmerwolde;30;5;manual;53,25;6,641
20151208;3542230;Huizinge;30;8;manual;53,336;6,67
20151213;15181350;Kantens;30;4;manual;53,37;6,653
20151214;2474570;Emmen;30;14;manual;52,763;6,919
20151215;15020;Delfzijl;30;16;manual;53,332;6,892
20151215;7435510;Bedum;30;17;manual;53,276;6,604
20151225;4193660;Loppersum;30;13;manual;53,315;6,735
20160102;42830;Sint Annen;30;5;manual;53,3;6,68
20160107;5255510;Sappemeer;30;16;manual;53,168;6,814
20160111;5313539;Sappemeer;30;6;manual;53,185;6,813
20160113;6414229;Hellum;30;13;manual;53,248;6,855
20160117;11573360;Hellum;30;15;manual;53,258;6,84
20160119;13190740;'t Zandt;30;6;manual;53,362;6,77
20160120;3570819;Lageland;30;6;manual;53,242;6,714
20160126;22223339;Scharmer;30;15;manual;53,203;6,72
20160205;21113860;Harkstede;30;4;manual;53,228;6,666
20160217;205279;Nieuwolda;30;9;manual;53,244;6,953
20160218;8144420;Winneweer;30;4;manual;53,311;6,738
20160219;3042180;Garrelsweer;30;1;manual;53,317;6,746
20160219;21483770;Zuidwolde;30;13;manual;53,26;6,617
20160220;3445879;Toornwerd;30;7;manual;53,355;6,627
20160221;5091430;Zeerijp;30;2;manual;53,358;6,739
20160225;22263089;Froombosch;30;24;manual;53,184;6,781
20160229;1195739;Froombosch;30;3;manual;53,182;6,778
20160301;7294720;Loppersum;30;3;manual;53,328;6,714
20160303;19542910;Froombosch;30;2;manual;53,191;6,772
20160304;13002930;Eppenhuizen;30;9;manual;53,372;6,685
20160307;10165300;Steendam;30;12;manual;53,268;6,826
20160309;22510720;Schildwolde;30;4;manual;53,212;6,839
20160311;11332380;Noordbroek;30;9;manual;53,198;6,833
20160316;14580270;Overschild;30;5;manual;53,264;6,792
20160320;22021380;Hellum;30;5;manual;53,254;6,852
20160324;8003550;Tjuchem;30;6;manual;53,29;6,879
20160325;1265920;Muntendam;30;18;manual;53,151;6,901
20160325;9463920;Garmerwolde;30;7;manual;53,244;6,645
20160331;13334229;Zuidwolde;30;7;manual;53,268;6,624
20160402;475339;Garmerwolde;30;11;manual;53,249;6,657
20160404;18124989;Westerwijtwerd;30;5;manual;53,315;6,656
20160409;8312469;Westerbroek;30;5;manual;53,199;6,665
20160409;17455729;Garrelsweer;30;3;manual;53,295;6,775
20160413;11004589;Farmsum;30;7;manual;53,272;6,958
20160424;6585860;Tjuchem;30;4;manual;53,29;6,851
20160424;15364729;Schildwolde;30;11;manual;53,231;6,825
20160501;7325020;Uithuizermeeden;30;4;manual;53,405;6,707
20160506;17273960;Westeremden;30;7;manual;53,342;6,694
20160511;7113370;Bedum;30;4;manual;53,295;6,564
20160515;11571569;Woldendorp;30;10;manual;53,268;6,989
20160516;20384179;Meedhuizen;30;11;manual;53,291;6,916
20160528;2082030;Groningen;30;12;manual;53,237;6,635
20160529;14275460;Overschild;30;11;manual;53,286;6,835
20160601;8025450;Zeerijp;30;12;manual;53,361;6,75
20160602;18431300;Wagenborgen;30;15;manual;53,249;6,924
20160616;561669;Harkstede;30;3;manual;53,226;6,681
20160616;3270800;Hellum;30;5;manual;53,231;6,833
20160616;20174370;Siddeburen;30;2;manual;53,249;6,863
20160618;11104670;Leermens;30;1;manual;53,345;6,799
20160618;23582510;Kolham;30;12;manual;53,184;6,766
20160622;13101019;Oosterwijtwerd;30;7;manual;53,344;6,811
20160629;471269;Wagenborgen;30;4;manual;53,267;6,977
20160706;21540040;Westerwijtwerd;30;3;manual;53,337;6,66
20160709;10475379;Hoogezand;30;11;manual;53,135;6,787
20160717;12011889;Zuidbroek;30;5;manual;53,182;6,887
20160718;8581150;Eppenhuizen;30;17;manual;53,378;6,709
20160722;10551530;Tjuchem;30;3;manual;53,28;6,855
20160723;17594500;Noordbroek;30;1;manual;53,219;6,898
20160726;14021040;Tjuchem;30;9;manual;53,277;6,907
20160728;5321309;Tjuchem;30;2;manual;53,281;6,86
20160728;15572810;Hellum;30;8;manual;53,25;6,824
20160807;20402200;Kantens;30;13;manual;53,374;6,644
20160808;33939;Zuidbroek;30;4;manual;53,17;6,892
20160810;18162530;Stedum;30;5;manual;53,312;6,669
20160814;1504489;Oostwold Gem Oldambt;30;7;manual;53,234;7,19
20160814;4075070;Harkstede;30;2;manual;53,22;6,678
20160823;2111610;Oostwold Gem Oldambt;30;6;manual;53,224;7,27
20160824;13090840;Meedhuizen;30;8;manual;53,305;6,903
20160824;18442319;Garsthuizen;30;6;manual;53,372;6,724
20160824;23440300;Eems-Dollard (nabij Delfzijl);30;11;manual;53,354;6,95
20160828;3275310;Uithuizen;30;13;manual;53,401;6,636
20160901;75229;Scharmer;30;4;manual;53,205;6,714
20160902;13160090;Schildwolde;30;21;manual;53,218;6,844
20160909;12212330;Oosterwijtwerd;30;8;manual;53,337;6,811
20160911;23225570;Ten Post;30;2;manual;53,278;6,744
20160921;14213210;Wagenborgen;30;12;manual;53,254;6,945
20160927;23221409;Groningen;30;9;manual;53,244;6,616
20161002;1471719;Wirdum;30;3;manual;53,328;6,779
20161004;14461950;Garrelsweer;30;5;manual;53,293;6,784
20161006;2564650;Schildwolde;30;4;manual;53,239;6,813
20161007;161750;Eems-Dollard (nabij Bierum);30;9;manual;53,403;6,961
20161012;7124620;Ten Post;30;5;manual;53,305;6,725
20161024;9434739;Tjuchem;30;6;manual;53,289;6,862
20161029;14361419;Steendam;30;6;manual;53,288;6,846
20161030;20581900;Kollum;30;15;manual;53,308;6,152
20161101;122860;Wirdum;30;19;manual;53,301;6,807
20161101;574600;Wirdum;30;22;manual;53,306;6,809
20161105;16581580;Wagenborgen;30;8;manual;53,266;6,94
20161108;11231769;Eenum;30;14;manual;53,331;6,795
20161108;11253379;Eenum;30;9;manual;53,329;6,794
20161110;6354260;Siddeburen;30;7;manual;53,239;6,874
20161120;15200759;Ten Post;30;10;manual;53,299;6,744
20161120;17584070;Wirdum;30;12;manual;53,3;6,802
20161120;18575670;Appingedam;30;16;manual;53,336;6,838
20161122;12460370;Woldendorp;30;6;manual;53,274;7,11
20161122;17391269;Bedum;30;7;manual;53,299;6,577
20161125;2111660;Garmerwolde;30;3;manual;53,246;6,644
20161126;13183589;Leermens;30;6;manual;53,343;6,805
20161126;17033450;Siddeburen;30;10;manual;53,261;6,909
20161127;19123270;Krewerd;30;9;manual;53,355;6,849
20161202;8582100;Appingedam;30;8;manual;53,317;6,869
20161205;12154370;Wagenborgen;30;4;manual;53,257;6,913
20161205;22110640;Appingedam;30;1;manual;53,339;6,838
20161207;1524960;Loppersum;30;18;manual;53,333;6,774
20161211;254210;Nieuwolda;30;2;manual;53,235;6,935
20161212;11280700;Woldendorp;30;6;manual;53,264;6,977
20161215;4444870;Leermens;30;6;manual;53,343;6,807
20161215;10453050;Eems-Dollard (nabij Holwierde);30;16;manual;53,378;6,934
20161216;19552339;Nieuwolda;30;6;manual;53,254;6,984
20161217;11564700;Groningen;30;6;manual;53,211;6,652
20161220;16153960;Harkstede;30;11;manual;53,215;6,696
20161222;23410119;Holwierde;30;5;manual;53,345;6,867
20161223;14294950;Zuidlaren;30;24;manual;53,83;6,712
20161230;3055379;Wirdum;30;10;manual;53,301;6,802
20161230;3060750;Overschild;30;6;manual;53,292;6,81
20170103;21082430;Meedhuizen;30;9;manual;53,277;6,946
20170114;12471989;Schildwolde;30;6;manual;53,214;6,84
20170117;18531030;Hellum;30;7;manual;53,248;6,839
20170119;22444760;Wirdum;30;9;manual;53,327;6,774
20170120;22301869;Siddeburen;30;6;manual;53,254;6,874
20170122;11014860;Sappemeer;30;5;manual;53,18;6,781
20170127;5112069;Zuidbroek;30;7;manual;53,156;6,851
20170127;23415970;Garrelsweer;30;1;manual;53,302;6,776
20170204;2565289;Garsthuizen;30;9;manual;53,371;6,739
20170204;3112680;Kantens;30;8;manual;53,368;6,657
20170204;3273739;Garsthuizen;30;6;manual;53,371;6,736
20170205;15493379;Kantens;30;13;manual;53,374;6,65
20170206;21190679;Sappemeer;30;9;manual;53,143;6,81
20170212;14432369;Startenhuizen;30;13;manual;53,381;6,713
20170214;7454420;Zandeweer;30;9;manual;53,378;6,672
20170214;20520409;Garsthuizen;30;8;manual;53,371;6,718
20170215;12013710;Startenhuizen;30;16;manual;53,377;6,714
20170219;13212580;Zijldijk;30;14;manual;53,393;6,758
20170219;20151030;Harkstede;30;5;manual;53,223;6,672
20170221;23194670;Garrelsweer;30;4;manual;53,304;6,754
20170225;5324710;Loppersum;30;13;manual;53,325;6,735
20170226;6250850;Zandeweer;30;12;manual;53,386;6,675
20170226;21394879;Wirdum;30;14;manual;53,328;6,778
20170228;21265139;Wirdum;30;9;manual;53,32;6,782
20170303;55210;Appingedam;30;5;manual;53,306;6,869
20170306;11351309;Onderdendam;30;16;manual;53,327;6,571
20170311;12524800;Zeerijp;30;21;manual;53,35;6,761
20170312;23363860;Wagenborgen;30;6;manual;53,251;6,938
20170314;5223629;Delfzijl;30;13;manual;53,319;6,886
20170315;18315100;Zuidbroek;30;6;manual;53,169;6,888
20170404;10004429;Woldendorp;30;18;manual;53,271;6,991
20170404;22362769;Garrelsweer;30;1;manual;53,29;6,791
20170407;17435010;Westerbroek;30;5;manual;53,169;6,682
20170409;8411159;Meedhuizen;30;6;manual;53,281;6,908
20170410;171939;Steendam;30;13;manual;53,27;6,838
20170410;21405210;Froombosch;30;6;manual;53,209;6,762
20170410;23371300;Woldendorp;30;11;manual;53,269;6,989
20170413;10335539;Uithuizermeeden;30;14;manual;53,429;6,75
20170419;17110890;Loppersum;30;5;manual;53,319;6,724
20170426;13564929;Scharmer;30;20;manual;53,21;6,713
20170503;11155420;Stedum;30;15;manual;53,312;6,727
20170509;18123210;Emmen;30;16;manual;52,767;6,909
20170512;20470919;Stedum;30;1;manual;53,31;6,723
20170512;21160310;Stedum;30;3;manual;53,313;6,725
20170514;9432110;Rottum;30;14;manual;53,388;6,643
20170515;23345679;Zuidwolde;30;12;manual;53,265;6,598
20170516;1312560;Overschild;30;17;manual;53,285;6,805
20170517;7123339;Appingedam;30;9;manual;53,304;6,835
20170520;2405229;Meedhuizen;30;11;manual;53,295;6,909
20170520;18254410;Meedhuizen;30;4;manual;53,296;6,904
20170525;22085870;Froombosch;30;4;manual;53,211;6,754
20170527;15290060;Slochteren;30;26;manual;53,211;6,834
20170530;3442869;Uithuizermeeden;30;14;manual;53,433;6,75
20170601;21044029;Kropswolde;30;7;manual;53,134;6,742
20170606;13045389;Siddeburen;30;10;manual;53,269;6,863
20170606;15160400;Ten Post;30;7;manual;53,3;6,74
20170607;261040;Harkstede;30;12;manual;53,232;6,67
20170619;15060389;Meedhuizen;30;10;manual;53,281;6,94
20170629;2133089;Stedum;30;7;manual;53,316;6,724
20170629;5185379;Meeden;30;3;manual;53,148;6,938
20170630;17275450;Woudbloem;30;4;manual;53,22;6,746
20170703;21435889;Siddeburen;30;8;manual;53,261;6,851
20170705;23190279;Bedum;30;10;manual;53,276;6,612
20170707;2193689;Slochteren;30;7;manual;53,21;6,83
20170710;8441660;Loppersum;30;7;manual;53,332;6,741
20170714;7552910;Borgsweer;30;6;manual;53,282;6,994
20170714;9385339;Schildwolde;30;6;manual;53,221;6,841
20170716;21032050;Bedum;30;13;manual;53,278;6,611
20170721;1221989;Kantens;30;11;manual;53,381;6,659
20170722;4231839;Noordbroek;30;4;manual;53,196;6,827
20170725;15000830;Loppersum;30;10;manual;53,352;6,737
20170725;19041650;Westeremden;30;4;manual;53,339;6,687
20170807;5564279;Garrelsweer;30;5;manual;53,317;6,744
20170810;10102969;Ten Post;30;9;manual;53,298;6,733
20170813;20261910;Zeerijp;30;5;manual;53,358;6,743
20170814;3185979;Garsthuizen;30;12;manual;53,367;6,742
20170814;15025020;Zeerijp;30;3;manual;53,36;6,742
20170816;11314629;Stedum;30;3;manual;53,307;6,673
20170817;5385900;Uithuizermeeden;30;8;manual;53,423;6,748
20170822;3512569;Meedhuizen;30;3;manual;53,271;6,95
20170824;8562969;Farmsum;30;10;manual;53,289;6,971
20170829;7401300;Appingedam;30;18;manual;53,322;6,822
20170830;11255639;Scharmer;30;15;manual;53,193;6,708
20170831;23330819;Sappemeer;30;2;manual;53,179;6,813
20170901;20361780;Zandeweer;30;11;manual;53,376;6,667
20170905;5302489;Appingedam;30;13;manual;53,34;6,865
20170905;6095850;Appingedam;30;12;manual;53,341;6,863
20170905;22082789;Tjuchem;30;19;manual;53,281;6,876
20170911;2303160;Appingedam;30;9;manual;53,32;6,824
20170914;24089;Zeerijp;30;5;manual;53,344;6,741
20170920;3562319;Haren;30;14;manual;53,166;6,618
20170920;5283460;Appingedam;30;16;manual;53,298;6,834
20170923;19364200;Wagenborgen;30;9;manual;53,244;6,912
20170924;18492239;Garmerwolde;30;9;manual;53,255;6,651
20170927;4185139;Tjuchem;30;6;manual;53,297;6,88
20170927;22544839;Garrelsweer;30;12;manual;53,3;6,761
20170930;17155450;Lageland;30;11;manual;53,241;6,727
20171011;454620;Vries;30;7;manual;53,7;6,586
20171015;13583169;Kantens;30;10;manual;53,379;6,661
20171016;22592469;Zuidwolde;30;5;manual;53,268;6,623
20171017;463080;Meedhuizen;30;8;manual;53,305;6,949
20171029;11042980;Groningen;30;10;manual;53,234;6,538
20171029;22552869;Eems-Dollard (nabij Holwierde);30;12;manual;53,381;6,923
20171103;120150;Sappemeer;30;8;manual;53,177;6,821
20171104;1022900;Appingedam;30;6;manual;53,328;6,873
20171115;2130800;Westerwijtwerd;30;8;manual;53,328;6,644
20171116;18375860;Wagenborgen;30;7;manual;53,269;6,937
20171119;20490100;Emmen;30;16;manual;52,755;6,899
20171122;21235820;Overschild;30;15;manual;53,285;6,807
20171125;19523189;Thesinge;30;5;manual;53,268;6,669
20171125;20194760;Schoonebeek;30;12;manual;52,681;6,876
20171128;17335720;Uithuizermeeden;30;9;manual;53,406;6,709
20171130;17462410;Meedhuizen;30;8;manual;53,312;6,892
20171201;11333329;Zeerijp;30;17;manual;53,36;6,736
20171201;21054179;Zeerijp;30;13;manual;53,357;6,757
20171202;9003329;Appingedam;30;17;manual;53,306;6,881
20171202;9094660;Appingedam;30;4;manual;53,308;6,879
20171206;14012410;Oostwold Gem Oldambt;30;7;manual;53,228;7,22
20171206;23285970;'t Zandt;30;18;manual;53,386;6,784
20171210;16483310;'t Zandt;30;21;manual;53,37;6,765
20171215;20554300;Wirdum;30;8;manual;53,312;6,791
20171221;19385939;Oostwold Gem Oldambt;30;10;manual;53,224;7,21
20171222;19402819;Zeerijp;30;17;manual;53,366;6,752
20171222;20061169;Zeerijp;30;4;manual;53,357;6,75
20171224;17495070;Appingedam;30;7;manual;53,305;6,833
20171225;12522700;Tjuchem;30;7;manual;53,287;6,883
20171228;14003060;Tjuchem;30;13;manual;53,287;6,882
20171229;23154889;Zeerijp;30;14;manual;53,357;6,756
20180101;14465110;Tjuchem;30;8;manual;53,287;6,884
20180108;14005239;Zeerijp;30;34;manual;53,363;6,751
20180109;15464960;Zeerijp;30;7;manual;53,355;6,752
20180117;4373929;Groningen;30;10;manual;53,221;6,597
20180120;8192180;Groningen;30;9;manual;53,22;6,599
20180122;7231780;Harkstede;30;9;manual;53,228;6,691
20180122;15421800;Siddeburen;30;5;manual;53,248;6,89
20180131;13110400;Siddeburen;30;16;manual;53,259;6,871
20180205;23495970;Loppersum;30;4;manual;53,336;6,762
20180207;20072639;Garrelsweer;30;2;manual;53,295;6,764
20180208;15253060;Loppersum;30;20;manual;53,335;6,751
20180210;9583979;Scharmer;30;17;manual;53,228;6,71
20180211;16545700;Garrelsweer;30;22;manual;53,293;6,78
20180212;10445320;Garsthuizen;30;9;manual;53,371;6,714
20180217;8173050;Uithuizermeeden;30;10;manual;53,427;6,747
20180218;1265420;Loppersum;30;10;manual;53,335;6,763
20180218;14051889;Wagenborgen;30;5;manual;53,241;6,933
20180220;18280520;Noordbroek;30;4;manual;53,184;6,827
20180301;13033700;Garrelsweer;30;13;manual;53,287;6,775
20180301;21342650;Loppersum;30;9;manual;53,326;6,76
20180308;12253489;Veendam;30;7;manual;53,122;6,943
20180309;16350880;Het Waar;30;5;manual;53,223;6,949
20180310;4130579;Appingedam;30;13;manual;53,314;6,861
20180325;11094879;Garrelsweer;30;16;manual;53,288;6,778
20180325;14294929;Garrelsweer;30;1;manual;53,321;6,759
20180325;15541619;Uithuizen;30;15;manual;53,404;6,66
20180327;20145879;Schildwolde;30;7;manual;53,263;6,8
20180331;6440379;Harkstede;30;12;manual;53,231;6,676
20180401;3130850;Zeerijp;30;6;manual;53,35;6,741
20180404;3354139;Loppersum;30;9;manual;53,334;6,75
20180407;7174939;Lauwerzijl;30;17;manual;53,312;6,305
20180407;8250579;Kommerzijl;30;10;manual;53,3;6,325
20180408;17384060;Uithuizen;30;5;manual;53,408;6,687
20180410;15483069;Eems-Dollard (nabij Holwierde);30;9;manual;53,37;6,946
20180413;21313539;Garsthuizen;30;28;manual;53,371;6,75
20180416;571200;Scharmer;30;6;manual;53,205;6,708
